user_id,total_events,unique_sessions,purchases,total_spent,active_days,events_per_session,spending_per_session,purchase_rate_per_session,add_to_carts,checkout_completion_rate,unique_products_total,dominant_category_share,dominant_category,dominant_device,segment
U00200,82,19,3,673.0,7,4.315789473684211,35.421052631578945,0.15789473684210525,12.0,0.25,3.0,1.0,Home,desktop,0
U00201,81,18,5,884.12,6,4.5,49.117777777777775,0.2777777777777778,16.0,0.3125,5.0,0.81924399402796,Electronics,desktop,1
U00202,47,11,6,1168.27,2,4.2727272727272725,106.20636363636363,0.5454545454545454,7.0,0.8571428571428571,6.0,0.5115255891189537,Home,tablet,1
U00203,85,19,4,726.71,6,4.473684210526316,38.247894736842106,0.21052631578947367,14.0,0.2857142857142857,4.0,0.807681193323334,Electronics,desktop,0
U00204,84,16,5,617.4499999999999,3,5.25,38.590624999999996,0.3125,14.0,0.35714285714285715,4.0,0.643242367803061,Electronics,mobile,1
U00205,67,15,1,248.26,2,4.466666666666667,16.550666666666665,0.06666666666666667,13.0,0.07692307692307693,1.0,1.0,Electronics,tablet,0
U00206,70,16,4,780.99,6,4.375,48.811875,0.25,8.0,0.5,4.0,0.6916605846425691,Home,desktop,1
U00207,83,18,3,701.27,2,4.611111111111111,38.95944444444444,0.16666666666666666,14.0,0.21428571428571427,3.0,0.8334735551214226,Home,mobile,0
U00208,55,11,1,120.32,3,5.0,10.938181818181818,0.09090909090909091,12.0,0.08333333333333333,1.0,1.0,Home,desktop,0
U00209,55,13,2,443.67999999999995,6,4.230769230769231,34.129230769230766,0.15384615384615385,11.0,0.18181818181818182,2.0,1.0,Home,mobile,0
U00210,63,15,2,564.4000000000001,4,4.2,37.62666666666667,0.13333333333333333,18.0,0.1111111111111111,2.0,0.5267540751240255,Home,tablet,0
U00211,43,11,2,271.83,5,3.909090909090909,24.71181818181818,0.18181818181818182,8.0,0.25,2.0,1.0,Home,mobile,0
U00212,62,13,4,578.82,5,4.769230769230769,44.52461538461539,0.3076923076923077,13.0,0.3076923076923077,4.0,1.0,Home,tablet,1
U00213,75,16,4,865.83,5,4.6875,54.114375,0.25,12.0,0.3333333333333333,4.0,0.7582550847163994,Home,desktop,1
U00214,97,19,1,289.47,5,5.105263157894737,15.235263157894739,0.05263157894736842,12.0,0.08333333333333333,1.0,1.0,Electronics,desktop,0
U00215,45,11,4,740.8,5,4.090909090909091,67.34545454545454,0.36363636363636365,13.0,0.3076923076923077,4.0,0.833652807775378,Electronics,desktop,1
U00216,76,18,2,368.87,5,4.222222222222222,20.49277777777778,0.1111111111111111,14.0,0.14285714285714285,2.0,1.0,Home,mobile,0
U00217,46,11,3,515.85,3,4.181818181818182,46.89545454545455,0.2727272727272727,5.0,0.6,3.0,1.0,Electronics,tablet,1
U00218,74,13,6,1171.3,7,5.6923076923076925,90.1,0.46153846153846156,14.0,0.42857142857142855,6.0,0.6016733543925553,Electronics,tablet,1
U00219,70,18,0,0.0,5,3.888888888888889,0.0,0.0,20.0,0.0,,,Home,mobile,2
U00220,86,19,6,1117.59,2,4.526315789473684,58.82052631578947,0.3157894736842105,14.0,0.42857142857142855,6.0,0.6405748082928444,Electronics,tablet,1
U00221,76,18,3,641.77,5,4.222222222222222,35.653888888888886,0.16666666666666666,18.0,0.16666666666666666,3.0,1.0,Electronics,mobile,0
U00222,62,14,3,507.3,5,4.428571428571429,36.23571428571429,0.21428571428571427,11.0,0.2727272727272727,3.0,0.7906564163217031,Home,desktop,0
U00223,69,16,4,625.5899999999999,3,4.3125,39.099374999999995,0.25,16.0,0.25,4.0,0.5359260857750284,Home,desktop,1
U00224,84,17,0,0.0,3,4.9411764705882355,0.0,0.0,25.0,0.0,,,Home,tablet,3
U00225,78,14,1,169.44,3,5.571428571428571,12.102857142857143,0.07142857142857142,16.0,0.0625,1.0,1.0,Home,desktop,0
U00226,58,13,3,387.37,4,4.461538461538462,29.79769230769231,0.23076923076923078,14.0,0.21428571428571427,3.0,0.7789968247412035,Home,mobile,0
U00227,71,16,1,269.16,6,4.4375,16.8225,0.0625,15.0,0.06666666666666667,1.0,1.0,Home,desktop,0
U00228,59,15,3,438.76,4,3.933333333333333,29.250666666666667,0.2,9.0,0.3333333333333333,3.0,0.5486142765976844,Home,desktop,0
U00229,48,10,3,765.29,3,4.8,76.529,0.3,7.0,0.42857142857142855,3.0,0.7312391381045095,Electronics,desktop,1
U00230,55,13,3,504.28999999999996,4,4.230769230769231,38.79153846153846,0.23076923076923078,16.0,0.1875,3.0,0.553847984294751,Electronics,desktop,0
U00231,45,10,1,202.47,3,4.5,20.247,0.1,16.0,0.0625,1.0,1.0,Electronics,desktop,0
U00232,70,15,4,530.22,4,4.666666666666667,35.348,0.26666666666666666,19.0,0.21052631578947367,4.0,0.8247897099317264,Home,tablet,0
U00233,53,10,3,570.59,4,5.3,57.059000000000005,0.3,13.0,0.23076923076923078,3.0,0.5470653183546855,Home,mobile,0
U00234,53,14,4,877.22,2,3.7857142857142856,62.65857142857143,0.2857142857142857,17.0,0.23529411764705882,4.0,0.6607464490093705,Electronics,desktop,1
U00235,90,19,2,360.9,5,4.7368421052631575,18.99473684210526,0.10526315789473684,14.0,0.14285714285714285,2.0,1.0,Electronics,desktop,0
U00236,75,15,2,437.42,6,5.0,29.161333333333335,0.13333333333333333,15.0,0.13333333333333333,2.0,1.0,Home,mobile,0
U00237,102,19,4,625.02,3,5.368421052631579,32.89578947368421,0.21052631578947367,21.0,0.19047619047619047,4.0,0.6054526255159836,Electronics,desktop,0
U00238,41,11,3,567.28,5,3.727272727272727,51.57090909090909,0.2727272727272727,9.0,0.3333333333333333,3.0,0.6862924834296996,Electronics,desktop,0
U00239,61,14,5,979.65,4,4.357142857142857,69.975,0.35714285714285715,21.0,0.23809523809523808,5.0,0.7118868983820752,Home,desktop,1
U00240,87,19,1,113.25,6,4.578947368421052,5.9605263157894735,0.05263157894736842,19.0,0.05263157894736842,1.0,1.0,Home,tablet,0
U00241,81,18,2,396.79999999999995,5,4.5,22.04444444444444,0.1111111111111111,16.0,0.125,2.0,0.6959425403225806,Electronics,desktop,0
U00242,77,16,3,620.14,2,4.8125,38.75875,0.1875,14.0,0.21428571428571427,3.0,0.6617699229206309,Home,mobile,0
U00243,64,16,4,816.21,3,4.0,51.013125,0.25,19.0,0.21052631578947367,4.0,0.6696928486541454,Home,mobile,0
U00244,79,16,1,169.78,7,4.9375,10.61125,0.0625,11.0,0.09090909090909091,1.0,1.0,Electronics,tablet,0
U00245,55,12,3,526.03,7,4.583333333333333,43.83583333333333,0.25,9.0,0.3333333333333333,3.0,0.5509571697431705,Electronics,tablet,0
U00246,49,10,2,288.07,3,4.9,28.807,0.2,8.0,0.25,2.0,0.6675113687645364,Home,mobile,0
U00247,76,16,4,857.74,4,4.75,53.60875,0.25,18.0,0.2222222222222222,3.0,0.7149602443630937,Home,tablet,0
U00248,52,12,3,544.7,4,4.333333333333333,45.39166666666667,0.25,11.0,0.2727272727272727,3.0,0.8060583807600513,Electronics,mobile,0
U00249,50,10,4,742.28,3,5.0,74.228,0.4,7.0,0.5714285714285714,4.0,0.8793177776580265,Electronics,tablet,1
U00250,53,14,4,614.75,4,3.7857142857142856,43.910714285714285,0.2857142857142857,8.0,0.5,4.0,1.0,Electronics,mobile,1
U00251,60,15,4,720.79,3,4.0,48.05266666666667,0.26666666666666666,11.0,0.36363636363636365,4.0,0.6948487076679755,Electronics,mobile,1
U00252,83,16,3,550.1500000000001,7,5.1875,34.384375000000006,0.1875,21.0,0.14285714285714285,3.0,0.75866581841316,Home,desktop,0
U00253,70,15,2,409.3,7,4.666666666666667,27.28666666666667,0.13333333333333333,12.0,0.16666666666666666,2.0,1.0,Home,desktop,0
U00254,68,14,4,951.4100000000001,3,4.857142857142857,67.95785714285715,0.2857142857142857,13.0,0.3076923076923077,4.0,0.782627889132971,Electronics,mobile,1
U00255,62,13,5,959.62,7,4.769230769230769,73.81692307692308,0.38461538461538464,10.0,0.5,5.0,0.650059398511911,Home,desktop,1
U00256,56,12,5,1100.45,4,4.666666666666667,91.70416666666667,0.4166666666666667,11.0,0.45454545454545453,5.0,0.5832068699168522,Home,tablet,1
U00257,78,18,5,1081.36,5,4.333333333333333,60.07555555555555,0.2777777777777778,17.0,0.29411764705882354,5.0,0.862589701856921,Electronics,mobile,1
U00258,78,16,3,440.06,3,4.875,27.50375,0.1875,14.0,0.21428571428571427,3.0,0.6030541289824115,Home,desktop,0
U00259,79,19,2,466.06,5,4.157894736842105,24.529473684210526,0.10526315789473684,16.0,0.125,2.0,1.0,Home,desktop,0
U00260,59,11,7,1542.31,5,5.363636363636363,140.21,0.6363636363636364,14.0,0.5,7.0,0.6594134771868172,Electronics,tablet,1
U00261,63,14,1,201.48,3,4.5,14.391428571428571,0.07142857142857142,13.0,0.07692307692307693,1.0,1.0,Home,mobile,0
U00262,58,13,1,83.02,7,4.461538461538462,6.386153846153846,0.07692307692307693,14.0,0.07142857142857142,1.0,1.0,Home,mobile,0
U00263,44,11,0,0.0,4,4.0,0.0,0.0,7.0,0.0,,,Home,desktop,2
U00264,62,12,4,767.17,6,5.166666666666667,63.93083333333333,0.3333333333333333,16.0,0.25,4.0,0.8462270422461775,Home,mobile,1
U00265,77,17,1,80.5,7,4.529411764705882,4.735294117647059,0.058823529411764705,15.0,0.06666666666666667,1.0,1.0,Home,tablet,0
U00266,68,16,2,279.99,5,4.25,17.499375,0.125,13.0,0.15384615384615385,2.0,1.0,Home,desktop,0
U00267,50,11,3,568.26,5,4.545454545454546,51.66,0.2727272727272727,10.0,0.3,3.0,0.8521627424066449,Home,tablet,0
U00268,65,15,4,711.24,6,4.333333333333333,47.416000000000004,0.26666666666666666,16.0,0.25,4.0,0.842022383443001,Home,mobile,0
U00269,43,12,1,265.86,5,3.5833333333333335,22.155,0.08333333333333333,11.0,0.09090909090909091,1.0,1.0,Electronics,mobile,0
U00270,71,17,2,468.69,5,4.176470588235294,27.57,0.11764705882352941,12.0,0.16666666666666666,2.0,0.5234590027523524,Home,desktop,0
U00271,47,12,1,195.07,5,3.9166666666666665,16.25583333333333,0.08333333333333333,7.0,0.14285714285714285,1.0,1.0,Electronics,tablet,0
U00272,68,16,0,0.0,4,4.25,0.0,0.0,17.0,0.0,,,Electronics,mobile,2
U00273,61,14,3,459.96999999999997,5,4.357142857142857,32.855,0.21428571428571427,15.0,0.2,3.0,0.5516011913820467,Home,desktop,0
U00274,55,13,6,1268.18,2,4.230769230769231,97.55230769230769,0.46153846153846156,6.0,1.0,5.0,0.7285479979182766,Home,desktop,1
U00275,85,18,4,929.67,5,4.722222222222222,51.64833333333333,0.2222222222222222,15.0,0.26666666666666666,4.0,0.8496348166553723,Home,mobile,0
U00276,41,10,4,664.6800000000001,6,4.1,66.468,0.4,6.0,0.6666666666666666,4.0,0.5748630920142023,Electronics,tablet,1
U00277,66,15,4,668.8199999999999,6,4.4,44.587999999999994,0.26666666666666666,17.0,0.23529411764705882,4.0,0.7239167489010496,Home,mobile,0
U00278,45,10,6,1392.75,6,4.5,139.275,0.6,12.0,0.5,6.0,0.7205887632381979,Home,mobile,1
U00279,71,14,7,1346.97,2,5.071428571428571,96.21214285714287,0.5,13.0,0.5384615384615384,7.0,1.0,Home,desktop,1
U00280,62,15,4,943.11,4,4.133333333333334,62.874,0.26666666666666666,8.0,0.5,4.0,0.7402317863239707,Home,tablet,1
U00281,67,14,6,1364.11,6,4.785714285714286,97.43642857142856,0.42857142857142855,20.0,0.3,6.0,0.6594996004721027,Electronics,mobile,1
U00282,50,10,4,801.71,6,5.0,80.171,0.4,7.0,0.5714285714285714,4.0,0.57300021204675,Home,tablet,1
U00283,61,14,4,831.38,6,4.357142857142857,59.38428571428572,0.2857142857142857,13.0,0.3076923076923077,3.0,0.6559575645312613,Electronics,desktop,0
U00284,88,15,7,1121.19,7,5.866666666666666,74.74600000000001,0.4666666666666667,16.0,0.4375,7.0,0.5291520616487838,Electronics,tablet,1
U00285,75,17,3,739.05,5,4.411764705882353,43.4735294117647,0.17647058823529413,14.0,0.21428571428571427,3.0,0.7069075164061972,Home,desktop,0
U00286,45,10,1,149.62,2,4.5,14.962,0.1,8.0,0.125,1.0,1.0,Home,tablet,0
U00287,70,15,4,776.71,4,4.666666666666667,51.78066666666667,0.26666666666666666,18.0,0.2222222222222222,4.0,0.7754502967645582,Electronics,tablet,0
U00288,81,18,2,220.8,5,4.5,12.266666666666667,0.1111111111111111,17.0,0.11764705882352941,2.0,0.6253170289855072,Electronics,tablet,0
U00289,48,11,4,664.5,3,4.363636363636363,60.40909090909091,0.36363636363636365,4.0,1.0,4.0,0.802693754702784,Home,mobile,1
U00290,38,10,7,1181.5,3,3.8,118.15,0.7,8.0,0.875,7.0,0.6091155311045281,Home,mobile,1
U00291,83,19,2,403.96,3,4.368421052631579,21.261052631578945,0.10526315789473684,14.0,0.14285714285714285,2.0,1.0,Home,desktop,0
U00292,52,15,3,566.04,6,3.466666666666667,37.736,0.2,15.0,0.2,3.0,1.0,Electronics,tablet,0
U00293,90,19,5,1120.41,4,4.7368421052631575,58.968947368421055,0.2631578947368421,25.0,0.2,5.0,0.7133370819610678,Electronics,tablet,1
U00294,81,16,6,1276.47,2,5.0625,79.779375,0.375,8.0,0.75,6.0,0.768972243766011,Electronics,desktop,1
U00295,73,15,5,984.35,5,4.866666666666666,65.62333333333333,0.3333333333333333,12.0,0.4166666666666667,5.0,0.5531873825366994,Electronics,tablet,1
U00296,68,14,1,289.01,5,4.857142857142857,20.643571428571427,0.07142857142857142,15.0,0.06666666666666667,1.0,1.0,Home,tablet,0
U00297,55,13,1,174.84,5,4.230769230769231,13.44923076923077,0.07692307692307693,12.0,0.08333333333333333,1.0,1.0,Electronics,mobile,0
U00298,68,17,0,0.0,5,4.0,0.0,0.0,10.0,0.0,,,Home,tablet,2
U00299,93,19,3,672.5699999999999,4,4.894736842105263,35.398421052631576,0.15789473684210525,12.0,0.25,3.0,0.6114605171208946,Home,mobile,0
U00300,68,16,3,499.48,6,4.25,31.2175,0.1875,8.0,0.375,3.0,0.5681108352686793,Electronics,mobile,0
U00301,58,14,4,816.67,5,4.142857142857143,58.333571428571425,0.2857142857142857,19.0,0.21052631578947367,4.0,0.8344129207635888,Home,desktop,0
U00302,72,15,3,478.57,5,4.8,31.904666666666667,0.2,9.0,0.3333333333333333,3.0,1.0,Electronics,desktop,0
U00303,44,10,2,227.23000000000002,2,4.4,22.723000000000003,0.2,6.0,0.3333333333333333,2.0,1.0,Home,tablet,0
U00304,73,16,0,0.0,4,4.5625,0.0,0.0,17.0,0.0,,,Home,mobile,2
U00305,50,11,2,463.90999999999997,5,4.545454545454546,42.17363636363636,0.18181818181818182,11.0,0.18181818181818182,2.0,0.5258994201461491,Electronics,mobile,0
U00306,66,15,2,305.3,5,4.4,20.353333333333335,0.13333333333333333,15.0,0.13333333333333333,2.0,0.7230920406157877,Home,mobile,0
U00307,78,17,2,422.64,6,4.588235294117647,24.861176470588234,0.11764705882352941,15.0,0.13333333333333333,2.0,0.6106142343365512,Electronics,tablet,0
U00308,87,18,4,617.73,3,4.833333333333333,34.318333333333335,0.2222222222222222,18.0,0.2222222222222222,4.0,0.7645897074773769,Electronics,tablet,0
U00309,55,14,3,500.73,6,3.9285714285714284,35.76642857142857,0.21428571428571427,12.0,0.25,3.0,0.8368581870469115,Home,tablet,0
U00310,39,12,3,464.39,3,3.25,38.69916666666666,0.25,7.0,0.42857142857142855,3.0,0.5106914446908848,Electronics,tablet,1
U00311,56,16,1,158.59,3,3.5,9.911875,0.0625,13.0,0.07692307692307693,1.0,1.0,Electronics,tablet,0
U00312,83,17,6,1265.29,5,4.882352941176471,74.42882352941176,0.35294117647058826,16.0,0.375,6.0,0.6669064009041406,Electronics,tablet,1
U00313,60,13,2,181.15,6,4.615384615384615,13.934615384615386,0.15384615384615385,9.0,0.2222222222222222,2.0,0.5377863648909743,Electronics,mobile,0
U00314,81,19,4,699.53,4,4.2631578947368425,36.81736842105263,0.21052631578947367,16.0,0.25,4.0,0.5516989978985891,Electronics,tablet,0
U00315,75,17,4,911.05,5,4.411764705882353,53.59117647058823,0.23529411764705882,15.0,0.26666666666666666,4.0,0.5390812798419407,Electronics,desktop,0
U00316,66,18,2,532.78,5,3.6666666666666665,29.598888888888887,0.1111111111111111,15.0,0.13333333333333333,2.0,1.0,Home,tablet,0
U00317,61,14,1,188.21,5,4.357142857142857,13.44357142857143,0.07142857142857142,11.0,0.09090909090909091,1.0,1.0,Electronics,desktop,0
U00318,79,16,4,838.5799999999999,3,4.9375,52.411249999999995,0.25,14.0,0.2857142857142857,4.0,0.878151160294784,Electronics,desktop,1
U00319,51,12,3,671.33,3,4.25,55.94416666666667,0.25,9.0,0.3333333333333333,2.0,0.7110809884855436,Home,tablet,0
U00320,63,13,4,679.66,6,4.846153846153846,52.28153846153846,0.3076923076923077,8.0,0.5,4.0,0.7127240090633552,Electronics,desktop,1
U00321,60,12,2,404.58000000000004,5,5.0,33.715,0.16666666666666666,15.0,0.13333333333333333,2.0,1.0,Electronics,desktop,0
U00322,100,19,4,910.66,4,5.2631578947368425,47.92947368421053,0.21052631578947367,23.0,0.17391304347826086,4.0,0.8503283332967297,Home,tablet,0
U00323,59,11,5,1058.49,4,5.363636363636363,96.22636363636364,0.45454545454545453,9.0,0.5555555555555556,5.0,0.7479522716322308,Home,mobile,1
U00324,52,11,2,349.46000000000004,3,4.7272727272727275,31.769090909090913,0.18181818181818182,9.0,0.2222222222222222,2.0,0.5483030962055743,Home,mobile,0
U00325,85,19,1,265.6,4,4.473684210526316,13.978947368421053,0.05263157894736842,14.0,0.07142857142857142,1.0,1.0,Home,tablet,0
U00326,87,17,1,234.59,6,5.117647058823529,13.799411764705882,0.058823529411764705,21.0,0.047619047619047616,1.0,1.0,Electronics,mobile,0
U00327,59,12,2,418.11,5,4.916666666666667,34.8425,0.16666666666666666,11.0,0.18181818181818182,2.0,0.6664753294587549,Home,tablet,0
U00328,81,18,3,332.31,6,4.5,18.461666666666666,0.16666666666666666,18.0,0.16666666666666666,3.0,0.6920646384400108,Electronics,mobile,0
U00329,50,10,3,548.9000000000001,5,5.0,54.89000000000001,0.3,6.0,0.5,3.0,1.0,Electronics,mobile,1
U00330,53,13,4,731.91,5,4.076923076923077,56.30076923076923,0.3076923076923077,13.0,0.3076923076923077,4.0,0.8677979533002692,Home,tablet,1
U00331,62,13,2,564.19,3,4.769230769230769,43.399230769230776,0.15384615384615385,10.0,0.2,2.0,0.5130363884506992,Electronics,mobile,0
U00332,77,17,5,732.1800000000001,5,4.529411764705882,43.06941176470588,0.29411764705882354,8.0,0.625,5.0,0.8788002950094239,Home,desktop,1
U00333,76,17,5,689.02,4,4.470588235294118,40.53058823529412,0.29411764705882354,13.0,0.38461538461538464,5.0,0.788932106470059,Home,mobile,1
U00334,72,18,0,0.0,3,4.0,0.0,0.0,17.0,0.0,,,Electronics,tablet,2
U00335,52,12,2,400.84000000000003,4,4.333333333333333,33.403333333333336,0.16666666666666666,15.0,0.13333333333333333,2.0,1.0,Home,tablet,0
U00336,84,19,5,1169.0800000000002,5,4.421052631578948,61.53052631578948,0.2631578947368421,18.0,0.2777777777777778,5.0,0.555744688130838,Electronics,mobile,1
U00337,66,14,3,542.83,3,4.714285714285714,38.77357142857143,0.21428571428571427,9.0,0.3333333333333333,3.0,0.6886870659322439,Electronics,desktop,0
U00338,55,12,5,813.36,2,4.583333333333333,67.78,0.4166666666666667,11.0,0.45454545454545453,5.0,0.8471894364119209,Home,mobile,1
U00339,81,16,5,690.31,6,5.0625,43.144375,0.3125,16.0,0.3125,5.0,0.6072778896437833,Electronics,tablet,1
U00340,61,14,3,539.71,2,4.357142857142857,38.550714285714285,0.21428571428571427,15.0,0.2,3.0,1.0,Electronics,tablet,0
U00341,62,14,3,422.81,3,4.428571428571429,30.200714285714287,0.21428571428571427,12.0,0.25,3.0,1.0,Electronics,mobile,0
U00342,67,16,2,359.94,4,4.1875,22.49625,0.125,11.0,0.18181818181818182,2.0,1.0,Electronics,desktop,0
U00343,69,16,3,503.59000000000003,2,4.3125,31.474375000000002,0.1875,12.0,0.25,3.0,0.6762247066065649,Electronics,mobile,0
U00344,79,17,2,489.32,6,4.647058823529412,28.783529411764704,0.11764705882352941,18.0,0.1111111111111111,2.0,1.0,Electronics,tablet,0
U00345,70,16,4,815.34,2,4.375,50.95875,0.25,13.0,0.3076923076923077,4.0,0.5728530429023475,Electronics,tablet,1
U00346,83,17,5,1126.53,5,4.882352941176471,66.2664705882353,0.29411764705882354,18.0,0.2777777777777778,5.0,0.5239452122890647,Electronics,tablet,1
U00347,82,18,1,256.49,4,4.555555555555555,14.249444444444444,0.05555555555555555,18.0,0.05555555555555555,1.0,1.0,Electronics,desktop,0
U00348,45,10,4,631.88,5,4.5,63.188,0.4,7.0,0.5714285714285714,4.0,0.6277457745141483,Electronics,mobile,1
U00349,66,16,7,1359.65,3,4.125,84.978125,0.4375,13.0,0.5384615384615384,7.0,0.9031368366859118,Home,mobile,1
U00350,65,13,0,0.0,5,5.0,0.0,0.0,13.0,0.0,,,Home,tablet,3
U00351,52,11,1,226.42,5,4.7272727272727275,20.583636363636362,0.09090909090909091,12.0,0.08333333333333333,1.0,1.0,Home,mobile,0
U00352,44,11,4,717.77,4,4.0,65.25181818181818,0.36363636363636365,6.0,0.6666666666666666,4.0,0.5185644426487594,Home,desktop,1
U00353,51,10,3,418.57,4,5.1,41.857,0.3,8.0,0.375,3.0,0.6629237642449292,Home,desktop,1
U00354,54,12,2,379.76,6,4.5,31.646666666666665,0.16666666666666666,10.0,0.2,2.0,0.7013903518011376,Electronics,desktop,0
U00355,104,19,2,261.57,6,5.473684210526316,13.766842105263157,0.10526315789473684,32.0,0.0625,2.0,0.5088504033337157,Home,tablet,0
U00356,44,11,6,990.4200000000001,4,4.0,90.03818181818183,0.5454545454545454,5.0,1.2,6.0,0.7195331273601099,Home,mobile,1
U00357,81,17,6,1060.1100000000001,4,4.764705882352941,62.35941176470589,0.35294117647058826,14.0,0.42857142857142855,6.0,0.5479808699097263,Home,mobile,1
U00358,54,11,1,131.51,5,4.909090909090909,11.955454545454545,0.09090909090909091,6.0,0.16666666666666666,1.0,1.0,Home,mobile,0
U00359,90,18,2,398.96,3,5.0,22.16444444444444,0.1111111111111111,25.0,0.08,2.0,0.5715109284138761,Home,tablet,0
U00360,83,18,1,83.05,7,4.611111111111111,4.613888888888889,0.05555555555555555,18.0,0.05555555555555555,1.0,1.0,Home,tablet,0
U00361,53,11,6,948.72,3,4.818181818181818,86.24727272727273,0.5454545454545454,15.0,0.4,6.0,0.5073467408719116,Home,tablet,1
U00362,47,10,2,221.1,2,4.7,22.11,0.2,9.0,0.2222222222222222,2.0,0.5508819538670285,Electronics,mobile,0
U00363,64,16,5,1195.1,4,4.0,74.69375,0.3125,8.0,0.625,5.0,0.7917496443812234,Electronics,tablet,1
U00364,66,16,2,179.77999999999997,7,4.125,11.236249999999998,0.125,8.0,0.25,2.0,1.0,Electronics,mobile,0
U00365,64,14,4,697.1400000000001,4,4.571428571428571,49.79571428571429,0.2857142857142857,15.0,0.26666666666666666,4.0,0.7111627506670108,Electronics,mobile,1
U00366,61,13,1,206.54,3,4.6923076923076925,15.887692307692307,0.07692307692307693,10.0,0.1,1.0,1.0,Home,mobile,0
U00367,53,12,4,745.16,6,4.416666666666667,62.096666666666664,0.3333333333333333,10.0,0.4,4.0,0.7416930592087605,Electronics,desktop,1
U00368,41,10,5,933.65,3,4.1,93.365,0.5,12.0,0.4166666666666667,5.0,0.7865367107588497,Electronics,tablet,1
U00369,82,17,3,523.9300000000001,6,4.823529411764706,30.819411764705887,0.17647058823529413,18.0,0.16666666666666666,3.0,0.6840035882656079,Home,tablet,0
U00370,74,17,3,539.29,6,4.352941176470588,31.722941176470584,0.17647058823529413,20.0,0.15,3.0,0.800941979269039,Home,mobile,0
U00371,81,16,1,252.86,7,5.0625,15.80375,0.0625,20.0,0.05,1.0,1.0,Home,mobile,0
U00372,52,11,3,553.33,3,4.7272727272727275,50.302727272727275,0.2727272727272727,12.0,0.25,3.0,0.5126416424195327,Home,mobile,0
U00373,39,12,7,1352.56,5,3.25,112.71333333333332,0.5833333333333334,5.0,1.4,7.0,0.6346557638847814,Electronics,mobile,1
U00374,80,17,2,342.39,6,4.705882352941177,20.140588235294118,0.11764705882352941,16.0,0.125,2.0,0.5577557755775577,Home,tablet,0
U00375,46,10,2,383.35,4,4.6,38.335,0.2,7.0,0.2857142857142857,2.0,1.0,Electronics,mobile,0
U00376,82,19,2,385.58,2,4.315789473684211,20.293684210526315,0.10526315789473684,11.0,0.18181818181818182,2.0,1.0,Home,desktop,0
U00377,89,18,5,1024.23,5,4.944444444444445,56.90166666666667,0.2777777777777778,19.0,0.2631578947368421,5.0,1.0,Electronics,desktop,1
U00378,51,10,4,611.76,2,5.1,61.176,0.4,17.0,0.23529411764705882,4.0,0.7439518765528966,Electronics,desktop,1
U00379,66,13,2,295.05,6,5.076923076923077,22.696153846153848,0.15384615384615385,12.0,0.16666666666666666,2.0,0.7135739705134723,Electronics,tablet,0
U00380,62,15,2,396.11,7,4.133333333333334,26.407333333333334,0.13333333333333333,14.0,0.14285714285714285,2.0,0.6447703920628108,Electronics,desktop,0
U00381,77,17,4,638.97,3,4.529411764705882,37.586470588235294,0.23529411764705882,15.0,0.26666666666666666,4.0,0.6418454700533671,Electronics,desktop,1
U00382,41,11,2,443.26,4,3.727272727272727,40.29636363636364,0.18181818181818182,6.0,0.3333333333333333,2.0,1.0,Electronics,tablet,0
U00383,71,15,3,311.11,6,4.733333333333333,20.740666666666666,0.2,15.0,0.2,3.0,0.6360772717045418,Home,tablet,0
U00384,86,17,3,719.02,5,5.0588235294117645,42.29529411764706,0.17647058823529413,17.0,0.17647058823529413,3.0,1.0,Electronics,mobile,0
U00385,74,18,3,485.45000000000005,2,4.111111111111111,26.96944444444445,0.16666666666666666,14.0,0.21428571428571427,3.0,0.7853949943351529,Electronics,mobile,0
U00386,75,17,2,470.87,4,4.411764705882353,27.698235294117648,0.11764705882352941,18.0,0.1111111111111111,1.0,0.6320852889332512,Electronics,desktop,0
U00387,53,10,3,695.36,5,5.3,69.536,0.3,17.0,0.17647058823529413,3.0,0.606764841233318,Home,desktop,0
U00388,60,14,2,306.33000000000004,2,4.285714285714286,21.880714285714287,0.14285714285714285,9.0,0.2222222222222222,2.0,1.0,Home,desktop,0
U00389,60,16,2,220.05,5,3.75,13.753125,0.125,13.0,0.15384615384615385,2.0,0.6163144739831856,Electronics,mobile,0
U00390,45,10,4,711.77,5,4.5,71.17699999999999,0.4,10.0,0.4,4.0,0.6120375964145721,Home,mobile,1
U00391,48,12,1,248.15,2,4.0,20.679166666666667,0.08333333333333333,11.0,0.09090909090909091,1.0,1.0,Electronics,mobile,0
U00392,78,17,0,0.0,5,4.588235294117647,0.0,0.0,18.0,0.0,,,Home,tablet,2
U00393,83,16,3,456.67999999999995,2,5.1875,28.542499999999997,0.1875,16.0,0.1875,3.0,0.6423097135850049,Home,mobile,0
U00394,51,13,4,742.1099999999999,6,3.923076923076923,57.085384615384605,0.3076923076923077,11.0,0.36363636363636365,4.0,0.7269542251148752,Home,mobile,1
U00395,61,14,4,909.85,3,4.357142857142857,64.98928571428571,0.2857142857142857,10.0,0.4,4.0,0.6304775512447107,Electronics,tablet,1
U00396,61,13,4,787.18,6,4.6923076923076925,60.552307692307686,0.3076923076923077,10.0,0.4,4.0,0.813930740110267,Home,desktop,1
U00397,73,13,3,436.38,2,5.615384615384615,33.567692307692305,0.23076923076923078,13.0,0.23076923076923078,3.0,0.5316008982996472,Electronics,desktop,0
